customercategory,subcategories,productshortname,producttype,size_1,size_2,size_3,size_4,conditionresponse1,conditionresponse2,conditionresponse3,conditionresponse4,additional_1,additional_2,industrycategory,additional_4,industrycategory,brand_1,brand_2,brand_3,brand_4,other,data_erase,package_required,sponsored_pickup,sponsored_dropoff,sponsered_program,dg_itemdanger,auto_put_aside,void_pick_up,void_drop_off,void_post_back,void_kerbside,dg_surcharge,donatable,other_surcharge,description,handle_pack_instruction,weight_size_1,weight_size_2,weight_size_3,weight_size_4,volume_size_1,volume_size_2,volume_size_3,volume_size_4,length/height_1,length/height_2,length/height_3,length/height_4,width_1,width_2,width_3,width_4,depth_1,depth_2,depth_3,depth_4,is_by_catch,by_catch_owners,product-sets,enabled,sizes,weights,weightcheck,lengths,widths,depth,dimsenquiry,gooddata?,error,combo,countinitemsets,vinniessets,activgroupset,councils,ecocycleptyltd,sims,tesammaustraliaptyltd,cleanaway,toxfree,generic,"densitycheck-size1
(defaultis999)","densitycheck-size2
(defaultis999)","densitycheck-size3
(defaultis999)","densitycheck-size4
(defaultis999)",flaggeddensity,ecocycleptyltd.1,sims.1,tesammaustraliaptyltd.1,cleanaway.1,toxfree.1,checker,checker.1
Electrical and Appliances,Major Appliances,Steam Oven,QLED,up to 60cm,Medium 50 Bottle,Large 100 Bottle,66-85 inches,As New,Used - Good Working Condition,Some Wear and Tear,Damaged or Broken,Already Packaged / Secure,On Site Packing Required,,,Kit,APC,Eaton,Vertiv,Dell,,Yes,No,No,No,No,No,Yes,,,,,35.0,yes,,Select this item for any brand of steam oven. You can include any cabling and accessories  such as lids or metal racks that is part of this item.,Please ensure that all bottles are removed from the fridge prior to it being collected,40.0,50.0,75.0,75.0,35.0,,,,60.0,82.0,83.0,100.0,55.0,60.0,57.0,165.0,55.0,58.0,60.0,8.0,Y,ACON,,,1,1,OK,1,1,1,OK,True,,Steam Oven,10,0,Large,ewaste,0,0,0,0,0,0,220.3856749,999.0,999.0,999.0,check weights and dims,no rate,no rate,no rate,no rate,no rate,DROP ONLY to Vinnies,
Electrical and Appliances,Major Appliances,Benchtop Oven,QLED,up to 60cm,Medium 50 Bottle,Large 100 Bottle,66-85 inches,As New,Used - Good Working Condition,Some Wear and Tear,Damaged or Broken,Already Packaged / Secure,On Site Packing Required,,,Kit,APC,Eaton,Vertiv,Dell,,Yes,No,No,No,No,No,Yes,,,,,35.0,yes,,Select this item for any brand or size of benchtop oven.,Please ensure that all bottles are removed from the fridge prior to it being collected,12.0,50.0,75.0,75.0,35.0,,,,65.0,82.0,83.0,100.0,45.0,60.0,57.0,165.0,45.0,58.0,60.0,8.0,Y,ACON,,,0,1,OK,1,1,1,OK,True,,Benchtop Oven,9,0,Large,ewaste,0,0,0,0,0,0,91.16809117,999.0,999.0,999.0,check weights and dims,no rate,no rate,no rate,no rate,no rate,DROP ONLY to Vinnies,
Electrical and Appliances,Major Appliances,Convection Oven,QLED,up to 60cm,Medium 50 Bottle,Large 100 Bottle,66-85 inches,As New,Used - Good Working Condition,Some Wear and Tear,Damaged or Broken,Already Packaged / Secure,On Site Packing Required,,,Kit,APC,Eaton,Vertiv,Dell,,Yes,No,No,No,No,No,Yes,,,,,35.0,yes,,Select this item for any brand or size of convection oven.,Please ensure that all bottles are removed from the fridge prior to it being collected,12.0,50.0,75.0,75.0,35.0,,,,65.0,82.0,83.0,100.0,45.0,60.0,57.0,165.0,45.0,58.0,60.0,8.0,Y,ACON,,,0,1,OK,1,1,1,OK,True,,Convection Oven,10,0,Large,ewaste,0,0,0,0,0,0,91.16809117,999.0,999.0,999.0,check weights and dims,no rate,no rate,no rate,no rate,no rate,DROP ONLY to Vinnies,
Electrical and Appliances,Small Appliances,Warming Drawer,QLED,up to 20cm,up to 40cm,Large 100 Bottle,66-85 inches,As New,Used - Good Working Condition,Some Wear and Tear,Damaged or Broken,Already Packaged / Secure,On Site Packing Required,,,Kit,APC,Eaton,Vertiv,Dell,,Yes,No,No,No,No,No,Yes,,,,,35.0,yes,,Select this item for retrofitted or purpose-built warming draws.,Please ensure that all bottles are removed from the fridge prior to it being collected,10.0,20.0,75.0,75.0,35.0,,,,141.0,289.0,83.0,100.0,60.0,60.0,57.0,165.0,57.0,57.0,60.0,8.0,Y,ACON,,,2,2,OK,2,2,2,OK,True,,Warming Drawer,10,0,Large,ewaste,0,0,0,0,0,0,20.73742275,20.23513224,999.0,999.0,check weights and dims,no rate,no rate,no rate,no rate,no rate,DROP ONLY to Vinnies,
Electrical and Appliances,Small Appliances,Steam Station and Cleaner,QLED,Stick,Standard,Large 100 Bottle,66-85 inches,As New,Used - Good Working Condition,Some Wear and Tear,Damaged or Broken,Already Packaged / Secure,On Site Packing Required,,,Kit,APC,Eaton,Vertiv,Dell,,Yes,No,No,No,No,No,Yes,,,,,35.0,yes,,This item is commonly known as a steam cleaner or steam station that is used for clothes.,Please ensure that all bottles are removed from the fridge prior to it being collected,4.0,10.0,75.0,75.0,35.0,,,,40.0,100.0,83.0,100.0,15.0,40.0,57.0,165.0,15.0,30.0,60.0,8.0,Y,ACON,,,2,2,OK,2,2,2,OK,True,,Steam Station and Cleaner,11,0,Medium,ewaste,0,0,0,0,0,0,444.4444444,83.33333333,999.0,999.0,check weights and dims,no rate,no rate,no rate,no rate,no rate,DROP ONLY to Vinnies,
Electrical and Appliances,Small Appliances,Smart Pet Technology,QLED,Stick,Standard,Large 100 Bottle,66-85 inches,As New,Used - Good Working Condition,Some Wear and Tear,Damaged or Broken,Already Packaged / Secure,On Site Packing Required,,,Kit,APC,Eaton,Vertiv,Dell,,Yes,No,No,No,No,No,Yes,,,,,35.0,yes,,"Select this item for any type of smart pet technology including, automatic feeder, video recorder, ball thrower and more.",Please ensure that all bottles are removed from the fridge prior to it being collected,1.0,10.0,75.0,75.0,35.0,,,,20.0,100.0,83.0,100.0,10.0,40.0,57.0,165.0,10.0,30.0,60.0,8.0,Y,ACON,,,0,1,OK,1,1,1,OK,True,,Smart Pet Technology,11,0,Small,ewaste,0,0,0,0,0,0,500.0,999.0,999.0,999.0,check weights and dims,no rate,no rate,no rate,no rate,no rate,DROP ONLY to Vinnies,
Electrical and Appliances,Small Appliances,Foodsaver Lock and Seal,QLED,Stick,Standard,Large 100 Bottle,66-85 inches,As New,Used - Good Working Condition,Some Wear and Tear,Damaged or Broken,Already Packaged / Secure,On Site Packing Required,,,Kit,APC,Eaton,Vertiv,Dell,,Yes,No,No,No,No,No,Yes,,,,,35.0,yes,,Select this item for any brand of food lock and seal vacuums. ,Please ensure that all bottles are removed from the fridge prior to it being collected,3.0,10.0,75.0,75.0,35.0,,,,40.0,100.0,83.0,100.0,15.0,40.0,57.0,165.0,15.0,30.0,60.0,8.0,Y,ACON,,,0,1,OK,1,1,1,OK,True,,Foodsaver Lock and Seal,11,0,Medium,ewaste,0,0,0,0,0,0,333.3333333,999.0,999.0,999.0,check weights and dims,no rate,no rate,no rate,no rate,no rate,DROP ONLY to Vinnies,
Electrical and Appliances,Small Appliances,Food Dehydrator,QLED,Stick,Standard,Large 100 Bottle,66-85 inches,As New,Used - Good Working Condition,Some Wear and Tear,Damaged or Broken,Already Packaged / Secure,On Site Packing Required,,,Kit,APC,Eaton,Vertiv,Dell,,Yes,No,No,No,No,No,Yes,,,,,35.0,yes,,"Select this item for electric, metal food dehydrators.",Please ensure that all bottles are removed from the fridge prior to it being collected,15.0,10.0,75.0,75.0,35.0,,,,30.0,100.0,83.0,100.0,30.0,40.0,57.0,165.0,30.0,30.0,60.0,8.0,Y,ACON,,,0,1,OK,1,1,1,OK,True,,Food Dehydrator,11,0,Medium,ewaste,0,0,0,0,0,0,555.5555556,999.0,999.0,999.0,check weights and dims,no rate,no rate,no rate,no rate,no rate,DROP ONLY to Vinnies,
Electrical and Appliances,Small Appliances,Coffee Grind Waste Bin,QLED,Stick,Standard,Large 100 Bottle,66-85 inches,As New,Used - Good Working Condition,Some Wear and Tear,Damaged or Broken,Already Packaged / Secure,On Site Packing Required,,,Kit,APC,Eaton,Vertiv,Dell,,Yes,No,No,No,No,No,Yes,,,,,35.0,yes,,Select this item for coffee grind waste bin. Please empty the coffee waste before packaging the item.,Please ensure that the coffee grind has been removed prior to packaging for shipping,5.0,10.0,75.0,75.0,35.0,,,,30.0,100.0,83.0,100.0,20.0,40.0,57.0,165.0,30.0,30.0,60.0,8.0,Y,ACON,,,0,1,OK,1,1,1,OK,True,,Coffee Grind Waste Bin,7,0,Medium,0,0,0,0,0,0,0,277.7777778,999.0,999.0,999.0,check weights and dims,no rate,no rate,no rate,no rate,no rate,DROP ONLY to Vinnies,
Electrical and Appliances,Outdoor,Outdoor Sweeper,QLED,Small ,Medium,Large 100 Bottle,66-85 inches,As New,Used - Good Working Condition,Some Wear and Tear,Damaged or Broken,Already Packaged / Secure,On Site Packing Required,,,Kit,APC,Eaton,Vertiv,Dell,,Yes,No,No,No,No,No,Yes,,,,,35.0,yes,,Select this item for any type of outdoor cleaning electric sweeper.,Please ensure that the coffee grind has been removed prior to packaging for shipping,3.0,15.0,75.0,75.0,35.0,,,,30.0,50.0,83.0,100.0,10.0,40.0,57.0,165.0,10.0,40.0,60.0,8.0,Y,ACON,,,2,2,OK,2,2,2,OK,True,,Outdoor Sweeper,8,0,Large,ewaste,0,0,0,0,0,0,1000.0,187.5,999.0,999.0,check weights and dims,no rate,no rate,no rate,no rate,no rate,DROP ONLY to Vinnies,
Electrical and Appliances,Small Appliances,Slow cooker,QLED,Small ,Medium,Large 100 Bottle,66-85 inches,As New,Used - Good Working Condition,Some Wear and Tear,Damaged or Broken,Already Packaged / Secure,On Site Packing Required,,,Kit,APC,Eaton,Vertiv,Dell,,Yes,No,No,No,No,No,Yes,,,,,35.0,yes,,Select this item for any size slow cooker. You can include the lid and power cord as part of choosing this item.,Please ensure that the coffee grind has been removed prior to packaging for shipping,15.0,15.0,75.0,75.0,35.0,,,,30.0,50.0,83.0,100.0,30.0,40.0,57.0,165.0,30.0,40.0,60.0,8.0,Y,ACON,,,0,1,OK,1,1,1,OK,True,,Slow cooker,11,0,Medium,ewaste,0,0,0,0,0,0,555.5555556,999.0,999.0,999.0,check weights and dims,no rate,no rate,no rate,no rate,no rate,DROP ONLY to Vinnies,
Electrical and Appliances,Small Appliances,Food Steamer,QLED,Small ,Medium,Large 100 Bottle,66-85 inches,As New,Used - Good Working Condition,Some Wear and Tear,Damaged or Broken,Already Packaged / Secure,On Site Packing Required,,,Kit,APC,Eaton,Vertiv,Dell,,Yes,No,No,No,No,No,Yes,,,,,35.0,yes,,"Select this item for stainless steel or any type of metal, electronic food steamer. You can include the power cord as part of this choosing this item.",Please ensure that the coffee grind has been removed prior to packaging for shipping,10.0,15.0,75.0,75.0,35.0,,,,30.0,50.0,83.0,100.0,30.0,40.0,57.0,165.0,30.0,40.0,60.0,8.0,Y,ACON,,,0,1,OK,1,1,1,OK,True,,Food Steamer,11,0,Medium,ewaste,0,0,0,0,0,0,370.3703704,999.0,999.0,999.0,check weights and dims,no rate,no rate,no rate,no rate,no rate,DROP ONLY to Vinnies,
Computer and Electronics,Storage and Memory,Wifi Dongle,QLED,Small ,Medium,Large 100 Bottle,66-85 inches,As New,Used - Good Working Condition,Some Wear and Tear,Damaged or Broken,Already Packaged / Secure,On Site Packing Required,,,Kit,APC,Eaton,Vertiv,Dell,,Yes,No,No,No,No,No,Yes,,,,,35.0,yes,,Select this item for any wifi hardware device.,Please ensure that the coffee grind has been removed prior to packaging for shipping,0.5,15.0,75.0,75.0,35.0,,,,30.0,50.0,83.0,100.0,30.0,40.0,57.0,165.0,30.0,40.0,60.0,8.0,Y,ACON,,,0,1,OK,0,0,0,OK,True,,Wifi Dongle,20,0,Apple-sponsored,Small ewaste,0,0,0,0,0,0,999.0,999.0,999.0,999.0,check weights and dims,no rate,no rate,no rate,no rate,no rate,DROP ONLY to Vinnies,
Mobility and Transport,Accessories,Navigation Unit,QLED,Small ,Medium,Large 100 Bottle,66-85 inches,As New,Used - Good Working Condition,Some Wear and Tear,Damaged or Broken,Already Packaged / Secure,On Site Packing Required,,,Kit,APC,Eaton,Vertiv,Dell,,No,No,No,No,No,No,Yes,,,,,35.0,yes,,Includes navigation system units of all models,Please ensure that the coffee grind has been removed prior to packaging for shipping,0.2,15.0,75.0,75.0,35.0,,,,14.0,50.0,83.0,100.0,8.5,40.0,57.0,165.0,1.8,40.0,60.0,8.0,Y,ACON,,,0,1,OK,1,1,1,OK,True,,Navigation Unit,11,0,Small,ewaste,0,0,0,0,0,0,933.7068161,999.0,999.0,999.0,check weights and dims,no rate,no rate,no rate,no rate,no rate,DROP ONLY to Vinnies,
Computer and Electronics,"Printers, Scanners and Consumables",Power Supply,QLED,Portable,Medium,Large,66-85 inches,As New,Used - Good Working Condition,Some Wear and Tear,Damaged or Broken,Already Packaged / Secure,On Site Packing Required,,,Kit,APC,Eaton,Vertiv,Dell,,Yes,No,No,No,No,No,Yes,,,,,35.0,yes,,Select this item for any type of hardware power supply unit. ,Please ensure that the coffee grind has been removed prior to packaging for shipping,2.0,5.0,10.0,75.0,35.0,,,,14.0,50.0,83.0,100.0,8.5,40.0,57.0,165.0,1.8,40.0,60.0,8.0,Y,ACON,,,3,3,OK,0,0,0,OK,True,,Power Supply,18,0,Apple-sponsored,ewaste,0,0,0,0,0,0,999.0,999.0,999.0,999.0,check weights and dims,no rate,no rate,no rate,no rate,no rate,DROP ONLY to Vinnies,
Computer and Electronics,Computer Parts,System Board,QLED,Portable,Medium,Large,66-85 inches,As New,Used - Good Working Condition,Some Wear and Tear,Damaged or Broken,Already Packaged / Secure,On Site Packing Required,,,Kit,APC,Eaton,Vertiv,Dell,,Yes,No,No,No,No,No,Yes,,,,,35.0,yes,,"This item is known as a system board, motherboard CPU and mainboard which forms part of a computer.",Please ensure that the coffee grind has been removed prior to packaging for shipping,0.5,5.0,10.0,75.0,35.0,,,,14.0,50.0,83.0,100.0,8.5,40.0,57.0,165.0,1.8,40.0,60.0,8.0,Y,ACON,,,0,1,OK,0,0,0,OK,True,,System Board,18,0,Apple-sponsored,ewaste,0,0,0,0,0,0,999.0,999.0,999.0,999.0,check weights and dims,no rate,no rate,no rate,no rate,no rate,DROP ONLY to Vinnies,
Electrical and Appliances,Major Appliances,Drinks Fridge - De-Gassed,QLED,Bar,Single Door,Double door,66-85 inches,As New,Used - Good Working Condition,Some Wear and Tear,Damaged or Broken,Already Packaged / Secure,On Site Packing Required,,,Kit,APC,Eaton,Vertiv,Dell,,No,Yes,No,No,No,No,Yes,,,,,35.0,yes,,Electrical appliances contain precious metals that can be retrieved and returned to the manufacturing supply chain. Doing so reduces landfill and the environmental impact of mining. ,Please ensure that the coffee grind has been removed prior to packaging for shipping,50.0,150.0,300.0,75.0,35.0,,,,90.0,200.0,200.0,100.0,60.0,60.0,120.0,165.0,60.0,70.0,70.0,8.0,Y,ACON,,,3,3,OK,3,3,3,OK,True,,Drinks Fridge - De-Gassed,8,0,ExtraLarge,ewaste,0,0,0,0,0,0,154.3209877,178.5714286,178.5714286,999.0,check weights and dims,no rate,no rate,no rate,no rate,no rate,DROP ONLY to Vinnies,
Electrical and Appliances,Major Appliances,Fridge,Bar - De-Gassed,Bar,Single Door,Double door,66-85 inches,As New,Used - Good Working Condition,Some Wear and Tear,Damaged or Broken,Already Packaged / Secure,On Site Packing Required,,,Kit,APC,Eaton,Vertiv,Dell,,No,Yes,No,No,No,Yes,Yes,,,,,35.0,yes,,Electrical appliances contain precious metals that can be retrieved and returned to the manufacturing supply chain. Doing so reduces landfill and the environmental impact of mining. ,Please ensure you tape the Fridge door shut for Transport ,50.0,150.0,300.0,75.0,35.0,,,,75.0,200.0,200.0,100.0,50.0,60.0,120.0,165.0,84.0,70.0,70.0,8.0,Y,ACON,,,0,1,OK,1,1,1,OK,True,,FridgeBar - De-Gassed,8,0,ExtraLarge,ewaste,0,0,0,0,0,0,158.7301587,999.0,999.0,999.0,check weights and dims,no rate,no rate,no rate,no rate,no rate,DROP ONLY to Vinnies,
Electrical and Appliances,Major Appliances,Fridge,Household - De-Gassed,1 Door,2 Doors,Double door,66-85 inches,As New,Used - Good Working Condition,Some Wear and Tear,Damaged or Broken,Already Packaged / Secure,On Site Packing Required,,,Kit,APC,Eaton,Vertiv,Dell,,No,Yes,No,No,No,No,Yes,,,,,35.0,yes,,Electrical appliances contain precious metals that can be retrieved and returned to the manufacturing supply chain. Doing so reduces landfill and the environmental impact of mining. ,Please ensure you tape the Fridge door shut for Transport ,100.0,150.0,300.0,75.0,35.0,,,,175.0,190.0,200.0,100.0,92.0,130.0,120.0,165.0,75.0,75.0,70.0,8.0,Y,ACON,,,2,2,OK,2,2,2,OK,True,,FridgeHousehold - De-Gassed,8,0,ExtraLarge,ewaste,0,0,0,0,0,0,82.81573499,80.97165992,999.0,999.0,check weights and dims,no rate,no rate,no rate,no rate,no rate,DROP ONLY to Vinnies,
Electrical and Appliances,Major Appliances,Fridge,Commercial - De-Gassed,1 Door,2 Doors,3 Doors,66-85 inches,As New,Used - Good Working Condition,Some Wear and Tear,Damaged or Broken,Already Packaged / Secure,On Site Packing Required,,,Kit,APC,Eaton,Vertiv,Dell,,No,Yes,No,No,No,No,Yes,,,,,35.0,yes,,Electrical appliances contain precious metals that can be retrieved and returned to the manufacturing supply chain. Doing so reduces landfill and the environmental impact of mining. ,Please ensure you tape the Fridge door shut for Transport ,110.0,155.0,220.0,75.0,35.0,,,,150.0,200.0,300.0,100.0,76.0,143.0,184.0,165.0,62.0,82.0,76.0,8.0,Y,ACON,,,3,3,OK,3,3,3,OK,True,,FridgeCommercial - De-Gassed,3,0,ExtraLarge,0,0,0,0,0,0,0,155.631013,66.09244414,52.44088482,999.0,check weights and dims,no rate,no rate,no rate,no rate,no rate,DROP ONLY to Vinnies,
Apple,Apple products,Apple Partner Satchel,Commercial - De-Gassed,1 Door,2 Doors,3 Doors,66-85 inches,As New,Used - Good Working Condition,Some Wear and Tear,Damaged or Broken,Already Packaged / Secure,On Site Packing Required,,,Kit,APC,Eaton,Vertiv,Dell,,No,No,No,No,No,No,Yes,,,,,35.0,yes,,Items for recycling as part of Apple's Partner recycling program.,Please ensure you tape the Fridge door shut for Transport ,2.0,155.0,220.0,75.0,35.0,,,,30.0,200.0,300.0,100.0,30.0,143.0,184.0,165.0,4.0,82.0,76.0,8.0,N,ACON,,,0,1,OK,1,1,1,OK,True,,Apple Partner Satchel,1,0,ApplePostIn,0,0,0,0,0,0,0,555.5555556,999.0,999.0,999.0,check weights and dims,no rate,no rate,no rate,no rate,no rate,DROP ONLY to Vinnies,
Leisure and Sports,Sporting Equipment,Golf Hand buggy,Commercial - De-Gassed,1 Door,2 Doors,3 Doors,66-85 inches,As New,Used - Good Working Condition,Some Wear and Tear,Damaged or Broken,Already Packaged / Secure,On Site Packing Required,,,Kit,APC,Eaton,Vertiv,Dell,,No,No,No,No,No,No,Yes,,,,,35.0,yes,,A Golf hand Buggy is a two-wheeled trolley with a long handle used for carrying golf clubs.,Please ensure you tape the Fridge door shut for Transport ,5.0,155.0,220.0,75.0,35.0,,,,100.0,200.0,300.0,100.0,40.0,143.0,184.0,165.0,40.0,82.0,76.0,8.0,N,ACON,,,0,1,OK,1,1,1,OK,True,,Golf Hand buggy,3,outdoor,Medium,0,0,0,0,0,0,0,31.25,999.0,999.0,999.0,check weights and dims,no rate,no rate,no rate,no rate,no rate,DROP ONLY to Vinnies,
Leisure and Sports,Sporting Equipment,Fishing Rod / Reel,Commercial - De-Gassed,1 Door,2 Doors,3 Doors,66-85 inches,As New,Used - Good Working Condition,Some Wear and Tear,Damaged or Broken,Already Packaged / Secure,On Site Packing Required,,,Kit,APC,Eaton,Vertiv,Dell,,No,No,No,No,No,No,Yes,,,,,35.0,yes,,"A fishing rod is a long, flexible rod used by fishermen to catch fish. At its simplest, a fishing rod is a simple stick or pole attached to a line ending in a hook.",Please ensure you tape the Fridge door shut for Transport ,0.1,155.0,220.0,75.0,35.0,,,,100.0,200.0,300.0,100.0,5.0,143.0,184.0,165.0,5.0,82.0,76.0,8.0,N,ACON,,,0,1,OK,1,1,1,OK,True,,Fishing Rod / Reel,3,outdoor,Medium,0,0,0,0,0,0,0,40.0,999.0,999.0,999.0,check weights and dims,no rate,no rate,no rate,no rate,no rate,DROP ONLY to Vinnies,
Tools,Hand Tools,Toolbox,Commercial - De-Gassed,Small,Medium ,Large,66-85 inches,As New,Used - Good Working Condition,Some Wear and Tear,Damaged or Broken,Already Packaged / Secure,On Site Packing Required,,,Kit,APC,Eaton,Vertiv,Dell,,No,No,No,No,No,No,Yes,,,,,35.0,yes,,"A toolbox (also called toolkit, tool chest or workbox) is a box to organize, carry, and protect the owner's tools. They could be used for trade, a hobby or DIY, and their contents vary with the craft of the owner.",Please ensure you tape the Fridge door shut for Transport ,2.0,5.0,15.0,75.0,35.0,,,,30.0,60.0,100.0,100.0,10.0,20.0,40.0,165.0,10.0,20.0,40.0,8.0,N,ACON,,,3,3,OK,3,3,3,OK,True,,Toolbox,4,household,Small,0,0,0,0,0,0,0,666.6666667,208.3333333,93.75,999.0,check weights and dims,no rate,no rate,no rate,no rate,no rate,DROP ONLY to Vinnies,
Electrical and Appliances,Safety and Security,Fire extinguisher Holder,Commercial - De-Gassed,Small,Medium ,Large,66-85 inches,As New,Used - Good Working Condition,Some Wear and Tear,Damaged or Broken,Already Packaged / Secure,On Site Packing Required,,,Kit,APC,Eaton,Vertiv,Dell,,No,No,No,No,No,No,Yes,,,,,35.0,yes,,A Small Bracket or hook that is used to hang the Fire Extingusher in a designated area.,Please ensure you tape the Fridge door shut for Transport ,0.2,5.0,15.0,75.0,35.0,,,,10.0,60.0,100.0,100.0,5.0,20.0,40.0,165.0,5.0,20.0,40.0,8.0,N,ACON,,,0,1,OK,1,1,1,OK,True,,Fire extinguisher Holder,set not required,0,Small,0,0,0,0,0,0,0,800.0,999.0,999.0,999.0,check weights and dims,no rate,no rate,no rate,no rate,no rate,DROP ONLY to Vinnies,
Tools,Hand Tools,Axehead,Commercial - De-Gassed,Small,Medium ,Large,66-85 inches,As New,Used - Good Working Condition,Some Wear and Tear,Damaged or Broken,Already Packaged / Secure,On Site Packing Required,,,Kit,APC,Eaton,Vertiv,Dell,,No,No,No,No,No,No,Yes,,,,,35.0,yes,,"Is the cutting head of an axe, which is used to separate timber and other objects.",Please ensure you tape the Fridge door shut for Transport ,5.0,5.0,15.0,75.0,35.0,,,,20.0,60.0,100.0,100.0,10.0,20.0,40.0,165.0,10.0,20.0,40.0,8.0,N,ACON,,,0,1,OK,1,1,1,OK,True,,Axehead,set not required,0,Medium,0,0,0,0,0,0,0,2500.0,999.0,999.0,999.0,check weights and dims,no rate,no rate,no rate,no rate,no rate,DROP ONLY to Vinnies,
Leisure and Sports,Sporting Equipment,Handle bars,Commercial - De-Gassed,Small,Medium ,Large,66-85 inches,As New,Used - Good Working Condition,Some Wear and Tear,Damaged or Broken,Already Packaged / Secure,On Site Packing Required,,,Kit,APC,Eaton,Vertiv,Dell,,No,No,No,No,No,No,Yes,,,,,35.0,yes,,"Usually handlebars. the curved steering bar of a bicycle, motorcycle, etc., placed in front of the rider and gripped by the hands.",Please ensure you tape the Fridge door shut for Transport ,1.0,5.0,15.0,75.0,35.0,,,,40.0,60.0,100.0,100.0,30.0,20.0,40.0,165.0,6.0,20.0,40.0,8.0,N,ACON,,,0,1,OK,1,1,1,OK,True,,Handle bars,set not required,0,Small,0,0,0,0,0,0,0,138.8888889,999.0,999.0,999.0,check weights and dims,no rate,no rate,no rate,no rate,no rate,DROP ONLY to Vinnies,
Building and Construction,Building Materials,Flat metal bar,Commercial - De-Gassed,1m Length,2m Length,2.5m Length,66-85 inches,As New,Used - Good Working Condition,Some Wear and Tear,Damaged or Broken,Already Packaged / Secure,On Site Packing Required,,,Kit,APC,Eaton,Vertiv,Dell,,No,No,No,No,No,No,Yes,,,,,35.0,yes,,"Flat Bars (also known as “Rectangular Bars”) are a long and rectangular-shaped metal bars are used in a wide range of structural and architectural applications. Flat bar is available in Aluminum, Stainless Steel, Hot Rolled and more.",Please ensure you tape the Fridge door shut for Transport ,1.0,3.0,5.0,75.0,35.0,,,,100.0,200.0,250.0,100.0,2.0,2.0,2.0,165.0,2.0,2.0,2.0,8.0,N,ACON,,,3,3,OK,3,3,3,OK,True,,Flat metal bar,set not required,0,Medium,0,0,0,0,0,0,0,2500.0,3750.0,5000.0,999.0,check weights and dims,no rate,no rate,no rate,no rate,no rate,DROP ONLY to Vinnies,
Tools,Hand Tools,Gold pan siv,Commercial - De-Gassed,1m Length,2m Length,2.5m Length,66-85 inches,As New,Used - Good Working Condition,Some Wear and Tear,Damaged or Broken,Already Packaged / Secure,On Site Packing Required,,,Kit,APC,Eaton,Vertiv,Dell,,No,No,No,No,No,No,Yes,,,,,35.0,yes,,A Gold pan siev is a form of placer mining and traditional mining that extracts gold from a placer deposit using a pan. The process is one of the simplest ways to extract gold from other materials,Please ensure you tape the Fridge door shut for Transport ,0.5,3.0,5.0,75.0,35.0,,,,30.0,200.0,250.0,100.0,30.0,2.0,2.0,165.0,30.0,2.0,2.0,8.0,N,ACON,,,0,1,OK,1,1,1,OK,True,,Gold pan siv,set not required,0,Large,0,0,0,0,0,0,0,18.51851852,999.0,999.0,999.0,check weights and dims,no rate,no rate,no rate,no rate,no rate,DROP ONLY to Vinnies,
Building and Construction,Building Materials,Wooden crate,Commercial - De-Gassed,Small,Medium,Large,66-85 inches,As New,Used - Good Working Condition,Some Wear and Tear,Damaged or Broken,Already Packaged / Secure,On Site Packing Required,,,Kit,APC,Eaton,Vertiv,Dell,,No,No,No,No,No,No,Yes,,,,,35.0,yes,,"A wooden crate is a large shipping container, often made of wood, typically used to transport or store large, heavy items. ... The term crate often implies a large and strong container.",Please ensure you tape the Fridge door shut for Transport ,5.0,20.0,50.0,75.0,35.0,,,,40.0,70.0,200.0,100.0,40.0,50.0,120.0,165.0,40.0,50.0,120.0,8.0,N,ACON,,,3,3,OK,3,3,3,OK,True,,Wooden crate,set not required,0,ExtraLarge,0,0,0,0,0,0,0,78.125,114.2857143,17.36111111,999.0,check weights and dims,no rate,no rate,no rate,no rate,no rate,DROP ONLY to Vinnies,
Furniture,Dining and Seating,Futon bed,Commercial - De-Gassed,Small,Medium,Large,66-85 inches,As New,Used - Good Working Condition,Some Wear and Tear,Damaged or Broken,Already Packaged / Secure,On Site Packing Required,,,Kit,APC,Eaton,Vertiv,Dell,,No,No,No,No,No,No,Yes,,,,,35.0,yes,,"A broadly used term, futon is commonly used to describe an adjustable piece of furniture that can be positioned upright like a couch or flattened out to create a sleeping space.",Please ensure you tape the Fridge door shut for Transport ,50.0,20.0,50.0,75.0,35.0,,,,200.0,70.0,200.0,100.0,150.0,50.0,120.0,165.0,150.0,50.0,120.0,8.0,N,ACON,,,0,1,OK,1,1,1,OK,True,,Futon bed,set not required,0,Large,0,0,0,0,0,0,0,11.11111111,999.0,999.0,999.0,check weights and dims,no rate,no rate,no rate,no rate,no rate,DROP ONLY to Vinnies,
